year_bucket	date_range	city_ancient	city_modern	country_modern	lat	lon	location_precision	ruling_empire_polity	ruling_subdivision	church_presence_status	church_planted_year_earliest_claim	church_planted_year_scholarly	church_planted_by	apostolic_origin_thread	key_figures	denomination_label_historic	modern_denom_mapping	council_context	evidence_notes_and_citations
0300	0300-0309	Caesarea Philippi	Banias	Israel	33.24830	35.69330	approx_city	Roman Empire	Gaulanitis (Galilee region)	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Caesarea Philippi church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/250108.htm
0310	0310-0319	Caesarea Philippi	Banias	Israel	33.24830	35.69330	approx_city	Roman Empire	Gaulanitis (Galilee region)	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Caesarea Philippi church attested post-persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Caesarea Philippi	Banias	Israel	33.24830	35.69330	approx_city	Roman Empire	Gaulanitis (Galilee region)	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs	Nicaea I (325): affected	Summary: Bishop of Caesarea Philippi attends or is affected by Nicaea (325). Evidence: Nicaea records. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Caesarea Philippi	Banias	Israel	33.24830	35.69330	approx_city	Roman Empire	Gaulanitis (Galilee region)	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Caesarea Philippi church attested; Eusebius of Caesarea personally examines the famous bronze statue there. Evidence: Eusebius, Ecc. Hist. 7.18. Citations: https://www.newadvent.org/fathers/250702.htm
0340	0340-0349	Caesarea Philippi	Banias	Israel	33.24830	35.69330	approx_city	Roman Empire	Gaulanitis (Galilee region)	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Caesarea Philippi church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Caesarea Philippi	Banias	Israel	33.24830	35.69330	approx_city	Roman Empire	Gaulanitis (Galilee region)	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Caesarea Philippi church attested; Peter's confession 'You are the Christ' here (Matt 16:16-18) is the foundational text for Petrine primacy and the promise to build the Church — one of the most theologically significant NT scenes. Evidence: Matt 16:13-20. Citations: https://biblehub.com/matthew/16-13.htm
0040	0040-0049	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Judaea	attested	0028	0028	Jesus	Galilean/Apostolic	Jesus; Mary; Martha; Lazarus	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany is the home of Mary, Martha, and Lazarus — Jesus's closest friends outside the Twelve. Jesus raises Lazarus from the dead here (John 11:1-44), his most dramatic miracle before the crucifixion; he is also anointed here (Matt 26:6-13; John 12:1-8); and the ascension tradition is associated with the road from Bethany to the Mount of Olives (Luke 24:50-51). Evidence: John 11:1-44; Luke 24:50-51. Citations: https://biblehub.com/john/11-1.htm
0050	0050-0059	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Judaea	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed local community	Jewish Christian; proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues; the tomb of Lazarus becomes an early pilgrimage site. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0060	0060-0069	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Judaea	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed local community	Jewish Christian; proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0070	0070-0079	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Judaea	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed local community	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0080	0080-0089	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0090	0090-0099	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0100	0100-0109	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0110	0110-0119	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0120	0120-0129	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0130	0130-0139	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0140	0140-0149	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0150	0150-0159	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues; Origen references Bethany as a pilgrimage site. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0160	0160-0169	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0170	0170-0179	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0190	0190-0199	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0210	0210-0219	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0220	0220-0229	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0230	0230-0239	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0240	0240-0249	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0250	0250-0259	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0260	0260-0269	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0270	0270-0279	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0280	0280-0289	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0290	0290-0299	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0300	0300-0309	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250108.htm
0310	0310-0319	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community continues post-persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs	Nicaea I (325): affected	Summary: Bethany community attested; pilgrimage to the tomb of Lazarus intensifies in the Constantinian era. Evidence: General records. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community attested; the tomb of Lazarus becomes a major Christian pilgrimage site. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0340	0340-0349	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Bethany	Al-Eizariya	Palestinian Territories	31.77690	35.26360	approx_city	Roman Empire	Syria Palaestina	attested	0028	0028	Jesus	Galilean/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Bethany community attested; the raising of Lazarus here (John 11:1-44) is the culminating miracle of Jesus's ministry and the direct catalyst for the Sanhedrin's decision to have Jesus killed (John 11:47-53). Evidence: John 11:1-44. Citations: https://biblehub.com/john/11-1.htm
0040	0040-0049	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Judaea	attested	0036	0036	Peter; Philip the Evangelist (nearby)	Jerusalem/Petrine	Peter; Tabitha/Dorcas; Simon the Tanner	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa is the NT's most pivotal coastal city for the Gentile mission: Peter raises Tabitha (Dorcas) here (Acts 9:36-43) and while staying at Simon the Tanner's house receives the vision of clean/unclean animals (Acts 10:9-16) that leads him to baptize the Gentile centurion Cornelius in Caesarea — the theological break-through for the Gentile church. Evidence: Acts 9:36-43; Acts 10:1-48. Citations: https://biblehub.com/acts/9-36.htm ; https://biblehub.com/acts/10-9.htm
0050	0050-0059	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Judaea	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed local community	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues; established by Peter's stay here. Evidence: Acts 9-10; general records. Citations: https://www.newadvent.org/fathers/2501.htm
0060	0060-0069	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Judaea	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed local community	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0070	0070-0079	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Judaea	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0080	0080-0089	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0090	0090-0099	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0100	0100-0109	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0110	0110-0119	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0120	0120-0129	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0130	0130-0139	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0140	0140-0149	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0150	0150-0159	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0160	0160-0169	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0170	0170-0179	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0190	0190-0199	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0210	0210-0219	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0220	0220-0229	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0230	0230-0239	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0240	0240-0249	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0250	0250-0259	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0260	0260-0269	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0270	0270-0279	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0280	0280-0289	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0290	0290-0299	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0300	0300-0309	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250108.htm
0310	0310-0319	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church continues post-persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs	Nicaea I (325): affected	Summary: Joppa church attends or is affected by Nicaea (325). Evidence: Nicaea records. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0340	0340-0349	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Joppa	Jaffa (Tel Aviv-Yafo)	Israel	32.05780	34.75240	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Peter	Jerusalem/Petrine	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Joppa church attested; Peter's vision here (Acts 10:9-16) — that no food is unclean — opens the door to the universal Gentile mission and is the theological pivot of early Christianity's transition from a Jewish sect to a world religion. Evidence: Acts 10:9-16; Acts 10:34-48. Citations: https://biblehub.com/acts/10-9.htm
0120	0120-0129	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0130	0130-0139	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0140	0140-0149	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0150	0150-0159	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
